,hex_id,geometry
22,882a10608bfffff,"POLYGON ((-74.16447339333246 40.52667178279968, -74.16888022180345 40.53006108486466, -74.16694080920865 40.534511944068406, -74.16059366227226 40.53557317416353, -74.15618694154956 40.53218332216068, -74.15773321798518 40.52863660883978, -74.157753 40.528628, -74.157959 40.528525, -74.158062 40.528422, -74.158231 40.528272, -74.158484 40.528046, -74.159047 40.527709, -74.15930785347942 40.527535407115124, -74.160126956219 40.527398461691625, -74.160131 40.527402, -74.160168 40.527448, -74.160207 40.527508, -74.160265 40.527553, -74.160304 40.527556, -74.160341 40.52755, -74.160409 40.52753, -74.160475 40.527504, -74.160618 40.527467, -74.160692 40.527434, -74.160815 40.527379, -74.160875 40.527348, -74.160935 40.527311, -74.1610905191695 40.52723736402959, -74.16193430135061 40.527096292461216, -74.161967 40.527104, -74.162098 40.527157, -74.162144 40.52718, -74.162226 40.527202, -74.162272 40.527194, -74.16233 40.527166, -74.162385 40.527126, -74.162441 40.527095, -74.162507 40.527068, -74.162565 40.527037, -74.16271757069411 40.52696533800731, -74.16447339333246 40.52667178279968))"
23,882a106191fffff,"POLYGON ((-74.22653092826647 40.53278455818971, -74.2284647168327 40.52833270334508, -74.2348096685452 40.5272678145446, -74.2392218440184 40.53065455635652, -74.23728896287999 40.53510673705106, -74.23094299873097 40.5361718501142, -74.22653092826647 40.53278455818971))"
24,882a1060a1fffff,"POLYGON ((-74.19673609096327 40.53365208236082, -74.19867269202555 40.52920072451368, -74.20501829723507 40.5281374671289, -74.20942831421259 40.53152534394784, -74.20749261991604 40.535977028169484, -74.20114600176652 40.53704050922803, -74.19673609096327 40.53365208236082))"
25,882a106081fffff,"POLYGON ((-74.16694080920865 40.534511944068406, -74.16888022180345 40.53006108486466, -74.17522647709757 40.5289994593155, -74.1796343331289 40.532388469915844, -74.17769582663625 40.5368396560182, -74.17134855790025 40.5379015046519, -74.16694080920865 40.534511944068406))"
26,882a1060a5fffff,"POLYGON ((-74.20749261991604 40.535977028169484, -74.20942831421259 40.53152534394784, -74.21577403952645 40.53046146809572, -74.22018508330603 40.533849052601326, -74.21825029611611 40.53830106302182, -74.21190355793027 40.539365162768235, -74.20749261991604 40.535977028169484))"
27,882a106085fffff,"POLYGON ((-74.17769582663625 40.5368396560182, -74.1796343331289 40.532388469915844, -74.18598070983239 40.53132622595605, -74.19038959330793 40.53471494482381, -74.18845199325872 40.539166457649344, -74.18210460318073 40.54022892491426, -74.17769582663625 40.5368396560182))"
28,882a106199fffff,"POLYGON ((-74.21825029611611 40.53830106302182, -74.22018508330603 40.533849052601326, -74.22653092826647 40.53278455818971, -74.23094299873097 40.5361718501142, -74.22900911898842 40.540624186557785, -74.22266226122431 40.54168890508421, -74.21825029611611 40.53830106302182))"
29,882a1060a9fffff,"POLYGON ((-74.18845199325872 40.539166457649344, -74.19038959330793 40.53471494482381, -74.19673609096327 40.53365208236082, -74.20114600176652 40.53704050922803, -74.199209308502 40.54149234860125, -74.19286179753976 40.54255543458992, -74.18845199325872 40.539166457649344))"
30,882a106089fffff,"POLYGON ((-74.15865325032897 40.5400241877481, -74.16059366227226 40.53557317416353, -74.16694080920865 40.534511944068406, -74.17134855790025 40.5379015046519, -74.16940905207741 40.54235284530823, -74.16306089133256 40.543414298339584, -74.15865325032897 40.5400241877481))"
31,882a10619dfffff,"POLYGON ((-74.22900911898842 40.540624186557785, -74.23094299873097 40.5361718501142, -74.23728896287999 40.53510673705106, -74.24170205991193 40.538493736126625, -74.23976908795748 40.542946398417456, -74.23342211107335 40.544011735815914, -74.22900911898842 40.540624186557785))"
32,882a1060adfffff,"POLYGON ((-74.199209308502 40.54149234860125, -74.20114600176652 40.53704050922803, -74.20749261991604 40.535977028169484, -74.21190355793027 40.539365162768235, -74.20996777179157 40.54381732851349, -74.20362014040305 40.54488103331832, -74.199209308502 40.54149234860125))"
33,882a10608dfffff,"POLYGON ((-74.16940905207741 40.54235284530823, -74.17134855790025 40.5379015046519, -74.17769582663625 40.5368396560182, -74.18210460318073 40.54022892491426, -74.18016600381988 40.544680592466946, -74.17381772134264 40.54574266425752, -74.16940905207741 40.54235284530823))"
34,882a106183fffff,"POLYGON ((-74.24418310690159 40.54633365460345, -74.23976908795748 40.542946398417456, -74.24170205991193 40.538493736126625, -74.24566527707717 40.53782817176677, -74.245663 40.537834, -74.245522 40.538116, -74.245429 40.538191, -74.245242 40.538248, -74.2451 40.538228, -74.244979 40.538209, -74.244857 40.538209, -74.244894 40.538247, -74.244988 40.538359, -74.245025 40.538434, -74.245157 40.538706, -74.245269 40.538931, -74.245316 40.539119, -74.245391 40.539447, -74.245438 40.539663, -74.245466 40.539944, -74.245438 40.540234, -74.245475 40.540534, -74.245532 40.540722, -74.245757 40.540994, -74.245935 40.541209, -74.246113 40.541556, -74.246244 40.541856, -74.246441 40.542166, -74.246648 40.542298, -74.247107 40.542709, -74.247688 40.543103, -74.247922 40.543056, -74.248007 40.543094, -74.247707 40.543525, -74.247632 40.543506, -74.246699 40.544859, -74.246179 40.545634, -74.2455825434184 40.54609862769262, -74.24418310690159 40.54633365460345))"
35,882a1061d3fffff,"POLYGON ((-74.20996777179157 40.54381732851349, -74.21190355793027 40.539365162768235, -74.21825029611611 40.53830106302182, -74.22266226122431 40.54168890508421, -74.22072738255244 40.54614139702577, -74.21437963119574 40.54720572073905, -74.20996777179157 40.54381732851349))"
36,882a1060e3fffff,"POLYGON ((-74.18016600381988 40.544680592466946, -74.18210460318073 40.54022892491426, -74.18845199325872 40.539166457649344, -74.19286179753976 40.54255543458992, -74.19092410498239 40.54700742886347, -74.18457570123061 40.54807011950591, -74.18016600381988 40.544680592466946))"
37,882a1061d7fffff,"POLYGON ((-74.22072738255244 40.54614139702577, -74.22266226122431 40.54168890508421, -74.22900911898842 40.540624186557785, -74.23342211107335 40.544011735815914, -74.2314881402092 40.548464553777954, -74.22514026934266 40.54952949649182, -74.22072738255244 40.54614139702577))"
38,882a1060e7fffff,"POLYGON ((-74.19092410498239 40.54700742886347, -74.19286179753976 40.54255543458992, -74.199209308502 40.54149234860125, -74.20362014040305 40.54488103331832, -74.20168335499048 40.54933335413714, -74.1953348304222 40.55039666372397, -74.19092410498239 40.54700742886347))"
39,882a1060c7fffff,"POLYGON ((-74.16112038585494 40.54786579329849, -74.16306089133256 40.543414298339584, -74.16940905207741 40.54235284530823, -74.17381772134264 40.54574266425752, -74.1718781223454 40.55019448628598, -74.16552894749255 40.551256162325885, -74.16112038585494 40.54786579329849))"
40,882a1060d5fffff,"POLYGON ((-74.15618694154956 40.53218332216068, -74.16059366227226 40.53557317416353, -74.15865325032897 40.5400241877481, -74.15230521177418 40.54108502211305, -74.14789859914809 40.53769462014754, -74.14948143510084 40.534065793052854, -74.149533 40.534036, -74.149709 40.533953, -74.149782 40.53386, -74.149797 40.53372, -74.149782 40.533663, -74.149761 40.533611, -74.149735 40.533549, -74.149735 40.533486, -74.149823 40.533388, -74.15004 40.533217, -74.1500491024614 40.53320897811249, -74.15618694154956 40.53218332216068))"
41,882a1060ddfffff,"POLYGON ((-74.14789859914809 40.53769462014754, -74.15230521177418 40.54108502211305, -74.15036380015795 40.545536189827025, -74.14401487000887 40.54659662818556, -74.14049479829669 40.543887815585734, -74.140591 40.543856, -74.13997 40.543391, -74.141474 40.542254, -74.14197 40.542554, -74.141729 40.53934, -74.142123 40.539224, -74.14192023683168 40.53869311386222, -74.14789859914809 40.53769462014754))"
42,882a1060c3fffff,"POLYGON ((-74.15036380015795 40.545536189827025, -74.15230521177418 40.54108502211305, -74.15865325032897 40.5400241877481, -74.16306089133256 40.543414298339584, -74.16112038585494 40.54786579329849, -74.1547713331251 40.54892685045127, -74.15036380015795 40.545536189827025))"
43,882a1062b3fffff,"POLYGON ((-74.13131624128918 40.54871648988859, -74.12496654299947 40.54977591313568, -74.12056117692268 40.54638412015632, -74.12156196304089 40.54409314571136, -74.122761 40.543596, -74.123748 40.542517, -74.1246018525023 40.54158368616146, -74.12811250376924 40.54099797647246, -74.127459 40.542533, -74.12754 40.542649, -74.129467 40.545379, -74.132199 40.546225, -74.13240029982347 40.546233551198014, -74.13131624128918 40.54871648988859))"
44,882a1062b7fffff,"POLYGON ((-74.14401487000887 40.54659662818556, -74.1420724583953 40.551047949777406, -74.1357226366762 40.55210799185331, -74.13131624128918 40.54871648988859, -74.13240029982347 40.546233551198014, -74.135683 40.546373, -74.136433 40.546054, -74.137205 40.545726, -74.138394 40.545065, -74.138919 40.544696, -74.139699 40.544151, -74.14049479829669 40.543887815585734, -74.14401487000887 40.54659662818556))"
45,882a1060cbfffff,"POLYGON ((-74.1420724583953 40.551047949777406, -74.14401487000887 40.54659662818556, -74.15036380015795 40.545536189827025, -74.1547713331251 40.54892685045127, -74.15282982766807 40.55337849946123, -74.14647988297727 40.554439160459104, -74.1420724583953 40.551047949777406))"
46,882a1062b1fffff,"POLYGON ((-74.12302222523208 40.55422706058719, -74.12496654299947 40.54977591313568, -74.13131624128918 40.54871648988859, -74.1357226366762 40.55210799185331, -74.1337792247408 40.55655946707139, -74.12742851147621 40.557619112588355, -74.12302222523208 40.55422706058719))"
47,882a1062b5fffff,"POLYGON ((-74.1337792247408 40.55655946707139, -74.1357226366762 40.55210799185331, -74.1420724583953 40.551047949777406, -74.14647988297727 40.554439160459104, -74.14453737721624 40.5588909632685, -74.1381865405887 40.55995122783512, -74.1337792247408 40.55655946707139))"
48,882a106295fffff,"POLYGON ((-74.11226637926288 40.55189374417772, -74.1166716357881 40.55528608714781, -74.11472631735705 40.55973738780056, -74.10837483678375 40.56079601739846, -74.10396969015933 40.55740312441328, -74.10586852792079 40.553060523047584, -74.106468 40.553352, -74.1077758975419 40.5526421555611, -74.11226637926288 40.55189374417772))"
49,882a1060c9fffff,"POLYGON ((-74.14453737721624 40.5588909632685, -74.14647988297727 40.554439160459104, -74.15282982766807 40.55337849946123, -74.15723828132941 40.5567694185915, -74.15529668208501 40.56122154881694, -74.1489457225525 40.56228243252634, -74.14453737721624 40.5588909632685))"
50,882a10618bfffff,"POLYGON ((-74.23590205426807 40.55185236021651, -74.2314881402092 40.548464553777954, -74.23342211107335 40.544011735815914, -74.23976908795748 40.542946398417456, -74.24418310690159 40.54633365460345, -74.24362226866522 40.54762564233806, -74.243591 40.54765, -74.242925 40.547125, -74.242721 40.547081, -74.242565 40.54698, -74.242218 40.546925, -74.241932 40.546956, -74.241707 40.547013, -74.241229 40.547219, -74.240544 40.547547, -74.24 40.54795, -74.239316 40.548466, -74.238622 40.548981, -74.238229 40.549356, -74.237975 40.549684, -74.237807 40.549881, -74.237657 40.550097, -74.237385 40.5502, -74.237169 40.550238, -74.236822 40.550341, -74.236597 40.550481, -74.236438 40.550641, -74.236335 40.550828, -74.236222 40.551034, -74.236166 40.551259, -74.236175 40.551475, -74.23625 40.551644, -74.23636070649314 40.55177537170521, -74.23590205426807 40.55185236021651))"
51,882a1061dbfffff,"POLYGON ((-74.20168335499048 40.54933335413714, -74.20362014040305 40.54488103331832, -74.20996777179157 40.54381732851349, -74.21437963119574 40.54720572073905, -74.21244375326926 40.55165836792741, -74.20609510834267 40.552722296551046, -74.20168335499048 40.54933335413714))"
52,882a1060ebfffff,"POLYGON ((-74.1718781223454 40.55019448628598, -74.17381772134264 40.54574266425752, -74.18016600381988 40.544680592466946, -74.18457570123061 40.54807011950591, -74.18263700905543 40.55252226842846, -74.17628771253749 40.55358456344828, -74.1718781223454 40.55019448628598))"
